provnum,STATE,overall_rating,survey_rating,quality_rating,staffing_rating,WEIGHTED_ALL_CYCLES_SCORE,SFF
445254,TN,4,5,4,1,7.333,N
445256,TN,1,1,4,3,81.333,N
445258,TN,1,1,1,2,98,N
445259,TN,3,2,5,2,56.667,N
445260,TN,4,4,4,3,10.667,N
445262,TN,2,2,3,3,53.333,N
445263,TN,3,4,3,1,10,N
445264,TN,4,4,3,4,8,N
445267,TN,1,1,3,3,83.333,N
445268,TN,3,2,5,3,44,N
445270,TN,4,4,4,4,12.667,N
445272,TN,4,3,4,4,28,N
445274,TN,5,4,5,3,14.667,N
445275,TN,4,4,4,4,14,N
445276,TN,3,3,2,2,17.333,N
445277,TN,3,2,2,4,34,N
445279,TN,4,3,5,3,29.333,N
445280,TN,1,2,1,3,53.333,N
445281,TN,3,4,2,1,17.333,N
445283,TN,1,2,2,1,46,N
445284,TN,5,5,5,2,7.333,N
445285,TN,2,2,3,2,48,N
445286,TN,3,3,3,3,22.667,N
445288,TN,4,3,5,3,19.333,N
445291,TN,4,3,4,4,19.333,N
445292,TN,2,3,4,1,20,N
445293,TN,5,4,5,4,13.333,N
445294,TN,2,3,2,1,18.667,N
445295,TN,1,2,2,1,50.667,N
445296,TN,2,3,1,3,21.333,N
445297,TN,1,2,1,2,47.667,N
445298,TN,5,5,5,3,4.667,N
445300,TN,5,4,5,4,13.333,N
445302,TN,5,5,3,3,8,N
445303,TN,1,1,3,1,448.5,N
445304,TN,2,2,1,4,32.667,N
445306,TN,4,3,5,3,25.333,N
445308,TN,1,1,1,4,69.333,N
445310,TN,1,1,3,3,58.667,N
445314,TN,3,2,3,4,49.333,N
445316,TN,1,1,1,4,66.667,N
445318,TN,3,5,1,1,8,N
445319,TN,2,3,1,2,20.667,N
445320,TN,1,2,3,1,40,N
445321,TN,2,2,3,,35.333,N
445322,TN,4,4,4,2,16,N
445326,TN,2,2,4,3,39.333,N
445327,TN,2,2,1,4,36,N
445328,TN,5,5,2,5,0,N
445329,TN,1,1,4,1,72.667,N
445330,TN,5,3,5,5,18.667,N
445331,TN,1,1,2,2,233.167,N
445333,TN,4,3,5,2,22.667,N
445335,TN,2,1,5,5,153.333,Y
445339,TN,2,3,2,1,26.667,N
445342,TN,4,3,5,2,20,N
445343,TN,4,4,2,3,18.667,N
445344,TN,5,4,5,2,12.667,N
445349,TN,1,1,3,3,69.333,N
445351,TN,2,2,2,3,36,N
445352,TN,1,1,2,1,88.667,N
445354,TN,2,3,1,2,27.333,N
445356,TN,3,2,3,5,30.667,N
445357,TN,1,1,1,3,62,N
445358,TN,3,4,2,1,16.667,N
445359,TN,5,5,5,3,6.667,N
445360,TN,4,3,2,5,22,N
445362,TN,5,4,5,2,18.667,N
445363,TN,2,2,2,2,39.333,N
445366,TN,5,5,2,4,6,N
445367,TN,1,1,1,4,79.333,N
445368,TN,5,4,5,3,16.667,N
445369,TN,4,4,4,3,14.667,N
445372,TN,2,2,3,2,41.333,N
445373,TN,2,2,2,3,50,N
445374,TN,1,1,3,1,62.667,N
445377,TN,5,4,5,3,17.333,N
445378,TN,5,4,5,5,14,N
445380,TN,4,4,4,4,14.667,N
445381,TN,3,2,3,4,37.333,N
445382,TN,2,2,4,3,35.333,N
445383,TN,3,2,4,4,35.333,N
445387,TN,2,3,4,1,27.333,N
445388,TN,5,5,5,3,0,N
445390,TN,4,3,3,4,26.667,N
445391,TN,2,2,2,2,32.667,N
445392,TN,5,4,5,5,9.333,N
445393,TN,5,5,5,2,5.333,N
445396,TN,5,5,4,2,8,N
445397,TN,4,5,1,2,8,N
445401,TN,4,4,2,4,16.667,N
445402,TN,2,2,1,4,33.333,N
445404,TN,2,1,2,4,530.667,N
445406,TN,1,1,1,3,211.667,N
445408,TN,2,3,4,1,24,N
445409,TN,1,1,3,2,77.333,N
445410,TN,5,5,4,4,5.333,N
445411,TN,2,1,5,3,59.333,N
445412,TN,4,3,5,3,31.333,N
445413,TN,2,2,4,3,54.667,N
445415,TN,5,4,4,5,14.667,N
445419,TN,3,3,2,2,20.667,N
445420,TN,5,4,3,5,12,N
445421,TN,5,4,5,3,14.667,N
445422,TN,2,2,3,3,52,N
445423,TN,5,5,2,4,1.333,N
445424,TN,4,4,2,4,13.333,N
445425,TN,2,2,5,1,32.667,N
445426,TN,3,3,4,3,26.667,N
445427,TN,2,3,1,3,29.333,N
445428,TN,5,4,5,4,16.667,N
445429,TN,4,4,3,3,16.667,N
445430,TN,2,2,2,3,37.333,N
445431,TN,3,3,2,3,22.667,N
445433,TN,2,2,2,3,36,N
445434,TN,1,2,1,1,52,N
445435,TN,4,4,4,3,14.667,N
445436,TN,1,2,3,1,40,N
445437,TN,3,3,4,3,20,N
445439,TN,4,3,3,4,18.667,N
445440,TN,1,1,3,1,88.667,N
445441,TN,2,2,1,4,42.667,N
445442,TN,3,3,4,3,29.333,N
445443,TN,2,2,4,3,43.333,N
445444,TN,5,5,4,4,4,N
445445,TN,5,5,4,3,3.333,N
445446,TN,3,3,3,3,20,N
445447,TN,4,4,2,3,12,N
445448,TN,3,3,4,3,20.667,N
445449,TN,4,3,3,4,25.333,N
445451,TN,5,4,5,2,11.333,N
445452,TN,4,4,4,3,16.667,N
445453,TN,3,3,2,3,21.333,N
445454,TN,5,4,5,3,10.667,N
445455,TN,3,2,5,3,48.667,N
445456,TN,2,3,4,1,28.667,N
445457,TN,5,5,2,4,7.333,N
445458,TN,4,4,4,4,14,N
445459,TN,5,5,5,1,1.333,N
445460,TN,5,4,5,4,15.333,N
445461,TN,1,1,4,2,177.333,N
445462,TN,5,4,5,3,14,N
445463,TN,4,4,3,4,14.667,N
445464,TN,5,5,5,1,3.333,N
445465,TN,1,1,2,2,58,N
445467,TN,4,4,2,3,16,N
445468,TN,3,3,3,3,26,N
445469,TN,4,4,2,2,10,N
445470,TN,1,1,3,3,129.167,N
445471,TN,1,2,4,1,36.667,N
445472,TN,5,5,5,5,0,N
445473,TN,4,4,3,3,8.667,N
445474,TN,5,5,5,3,2,N
445475,TN,2,1,4,4,141,N
445476,TN,3,3,4,3,20.667,N
445477,TN,1,1,2,3,60,N
445478,TN,3,4,1,2,14.667,N
445479,TN,5,3,5,4,18,N
445480,TN,2,4,1,1,12,N
445481,TN,3,4,1,3,14,N
445482,TN,4,2,5,5,52.667,N
445483,TN,5,4,5,3,14.667,N
445484,TN,4,4,2,4,16.667,N
445485,TN,3,4,2,1,13.333,N
445486,TN,4,4,3,2,17.333,N
445487,TN,4,4,2,2,16,N
445488,TN,5,5,4,4,4,N
445489,TN,5,5,5,3,4.667,N
445490,TN,3,4,1,3,14,N
445491,TN,3,3,4,3,24.667,N
445492,TN,1,1,2,3,118.333,N
445493,TN,1,1,2,2,64,N
445494,TN,2,4,1,1,12.667,N
445495,TN,1,1,2,3,88,N
445496,TN,2,3,1,,26.667,N
445497,TN,2,2,2,2,47.333,N
445500,TN,5,5,5,4,0,N
445501,TN,4,5,2,1,6,N
445502,TN,1,2,2,1,41.667,N
445503,TN,1,1,1,3,58,N
445504,TN,1,1,1,1,97.333,N
445506,TN,5,4,5,5,13.333,N
445507,TN,5,3,5,4,23.333,N
445508,TN,5,3,5,4,25.333,N
445509,TN,2,2,2,3,44.667,N
445510,TN,5,3,5,5,23.333,N
445511,TN,2,1,4,4,158,N
445512,TN,2,1,2,5,60.667,N
445513,TN,5,4,5,4,10.667,N
445515,TN,5,5,2,4,4.667,N
445516,TN,1,1,3,3,78.667,N
445517,TN,5,5,3,4,4.8,N
445518,TN,3,2,4,4,34.667,N
445519,TN,,,,,0,N
445520,TN,,,,,0,N
445521,TN,,,,,0,N
445522,TN,,,,,0,N
445523,TN,,,,,0,N
445524,TN,,,,,0,N
445525,TN,,,,,0,N
445526,TN,,,,,0,N
445527,TN,,,,,0,N
4.4E+133,TN,2,3,1,2,20,N
4.4E+167,TN,5,5,5,,4,N
4.4E+176,TN,1,1,4,2,58,N
4.4E+201,TN,1,2,1,,32.667,N
4.4E+233,TN,4,4,3,2,14,N
4.4E+252,TN,1,2,1,3,42,N
44E445,TN,5,5,5,4,5.333,N
44E446,TN,2,3,2,1,25.333,N
455001,TX,2,3,2,1,71.333,N
455020,TX,1,2,4,1,108,N
455061,TX,5,4,4,5,34.667,N
455069,TX,5,5,2,5,4.667,N
455278,TX,5,5,2,2,15.333,N
455333,TX,4,3,2,5,64,N
455351,TX,3,2,2,4,134,N
455359,TX,1,1,1,3,837.667,N
455390,TX,1,2,4,1,112.667,N
455412,TX,4,4,4,2,22,N
455416,TX,2,3,1,,66,N
455423,TX,1,1,2,3,215.333,N
455429,TX,1,1,3,2,182.5,N
455444,TX,1,1,4,1,160.667,N
455450,TX,2,2,5,1,97.333,N
455455,TX,3,3,3,2,54,N
455456,TX,5,4,2,5,42.667,N
455457,TX,4,5,3,1,13.333,N
455463,TX,3,3,4,3,51.333,N
455467,TX,1,2,2,1,101.333,N
455471,TX,1,1,2,1,273.5,N
455472,TX,3,3,2,2,70.667,N
455475,TX,4,5,2,1,8,N
455477,TX,1,1,3,1,866,N
455478,TX,2,2,2,2,129.667,N
455480,TX,3,3,2,3,74,N
455484,TX,1,2,1,3,122,N
455485,TX,2,2,2,2,80,N
455486,TX,5,5,4,3,10,N
455489,TX,1,2,1,1,83,N
455490,TX,1,1,4,2,463.667,N
455493,TX,1,1,4,2,245,N
455494,TX,5,5,5,1,5.333,N
455497,TX,1,1,2,1,322,N
455503,TX,3,2,4,4,93.333,N
455504,TX,3,3,5,1,46.667,N
455507,TX,2,3,4,1,52,N
455509,TX,1,1,2,1,355.333,N
455510,TX,1,2,3,1,119.667,N
455513,TX,3,2,5,2,89.333,N
455515,TX,3,2,2,4,79.333,N
455516,TX,4,4,5,1,31.833,N
455517,TX,1,2,1,3,88.667,N
455522,TX,1,2,3,1,88.667,N
455523,TX,4,3,5,3,74.333,N
455528,TX,2,1,5,1,296.667,N
455532,TX,2,2,2,2,106.667,N
455533,TX,2,2,5,1,125.333,N
455534,TX,4,3,5,3,64,N
455536,TX,2,3,2,1,54.667,N
455538,TX,3,3,3,2,68.667,N
455544,TX,3,3,4,3,49.333,N
455549,TX,2,2,5,1,151.167,N
455550,TX,1,1,4,3,308.5,N
455551,TX,2,3,2,1,58,N
455554,TX,4,4,3,2,36.667,N
455555,TX,2,4,1,1,37.333,N
455557,TX,1,1,1,1,206.5,N
455560,TX,1,2,1,1,108.667,N
455561,TX,2,3,2,1,52.667,N
455563,TX,4,5,4,1,0,N
455565,TX,1,1,2,1,187.333,N
455569,TX,1,1,3,1,230.667,N
455570,TX,3,3,3,2,77.333,N
455572,TX,2,3,3,1,48,N
455573,TX,5,5,3,3,14.667,N
455574,TX,1,1,3,1,193.167,N
455575,TX,1,1,2,2,164.667,N
455576,TX,5,4,5,3,24,N
455577,TX,5,4,5,4,32,N
455579,TX,1,2,2,1,131.167,N
455582,TX,1,1,2,1,158,N
455586,TX,2,3,4,1,63.333,N
455589,TX,1,1,3,3,167,N
455591,TX,3,3,3,2,66.667,N
455592,TX,4,4,2,2,44,N
455594,TX,2,3,2,1,46.667,N
455597,TX,3,3,5,1,73.333,N
455599,TX,3,2,2,4,96,N
455601,TX,3,4,1,3,18.667,N
455602,TX,3,4,2,1,27.333,N
455606,TX,3,3,2,2,65,N
455608,TX,4,4,2,3,24,N
455611,TX,1,2,1,2,84,N
455613,TX,1,3,1,1,63.333,N
455617,TX,5,5,2,3,14.667,N
455618,TX,2,2,3,3,100,N
455621,TX,4,2,5,4,150.167,N
455625,TX,3,2,5,3,128,N
455626,TX,3,4,2,1,44.667,N
455627,TX,5,5,5,3,16,N
455628,TX,2,3,4,1,56,N
455631,TX,2,4,1,1,38.667,N
455637,TX,5,3,5,4,48.667,N
455638,TX,2,3,2,1,48,N
455641,TX,2,2,2,2,99.333,N
455642,TX,1,3,1,1,49.333,N
455643,TX,1,1,1,3,198,N
455646,TX,4,4,3,4,37.333,N
455651,TX,5,4,5,2,44,N
455652,TX,2,4,1,1,44.667,N
455653,TX,5,5,5,1,14.667,N
455662,TX,1,2,2,1,104.667,N
455670,TX,3,4,1,3,33.333,N
455672,TX,4,4,4,3,33.333,N
455673,TX,3,2,5,3,84.833,N
455674,TX,3,4,3,1,26.667,N
455675,TX,2,2,2,2,144,N
455676,TX,4,4,4,4,35.333,N
455678,TX,3,2,3,4,118.667,N
455682,TX,1,2,4,1,102.667,N
455683,TX,5,5,3,5,14,N
455684,TX,1,1,3,2,245.333,N
455685,TX,5,5,5,4,12,N
455687,TX,5,4,5,2,36.667,N
455689,TX,1,1,3,2,168,N
455690,TX,1,1,2,1,344,N
455691,TX,4,5,1,5,16,N
455697,TX,1,1,2,2,448.833,N
455699,TX,3,2,5,2,108.667,N
455700,TX,1,1,2,3,156.667,N
455702,TX,3,3,4,3,50.667,N
455703,TX,2,1,5,2,154.667,N
455705,TX,2,2,3,3,96,N
455709,TX,3,4,4,1,38.667,N
455712,TX,3,3,2,2,61.333,N
455713,TX,1,1,1,1,309.333,N
455714,TX,2,3,2,1,64,N
455715,TX,2,2,3,2,130.667,N
455718,TX,3,2,3,4,122,N
455724,TX,1,1,3,1,629.333,N
455725,TX,4,4,5,1,40,N
455726,TX,2,3,3,1,74.667,N
455727,TX,3,2,4,4,119.5,N
455728,TX,2,2,3,3,121.167,N
455731,TX,3,4,2,1,40.667,N
455732,TX,5,5,3,4,16,N
455733,TX,4,4,3,2,23.333,N
455736,TX,4,4,3,,20,N
455737,TX,4,3,5,2,65.333,N
455742,TX,4,3,5,3,54.667,N
455744,TX,2,3,3,1,54.667,N
455745,TX,1,1,3,3,190.5,N
455748,TX,1,1,2,3,500.333,N
455753,TX,3,3,3,3,53.333,N
455754,TX,2,2,5,1,81.333,N
455756,TX,3,2,4,5,91.333,N
455757,TX,3,4,2,1,44,N
455761,TX,2,1,5,2,188,N
455762,TX,4,3,5,2,56.667,N
455763,TX,5,5,3,2,8,N
455770,TX,4,4,1,5,25.333,N
455771,TX,4,4,4,2,38.667,N
455785,TX,5,4,5,2,36,N
455789,TX,2,2,3,3,105.333,N
455794,TX,5,4,3,5,31.333,N
455796,TX,1,1,2,2,299.5,N
455797,TX,2,3,2,1,67.333,N
455798,TX,5,4,5,2,33.333,N
455799,TX,3,3,4,3,47.333,N
455800,TX,1,1,4,1,337.833,N
455802,TX,1,2,3,1,138.667,N
455804,TX,1,2,4,1,137,N
455805,TX,2,2,1,5,81.333,N
455806,TX,3,4,1,2,29.333,N
455808,TX,2,3,1,3,46,N
455810,TX,4,4,4,3,22.667,N
455812,TX,1,1,4,2,315,N
455815,TX,1,1,2,1,558.333,N
455817,TX,1,2,2,1,90.667,N
455819,TX,5,4,5,4,25.333,N
455822,TX,3,3,4,2,77.333,N
455823,TX,3,2,5,2,112.333,N
455824,TX,3,4,3,1,24.667,N
455831,TX,1,2,4,1,104,N
455832,TX,5,5,5,3,16,N
455834,TX,2,1,5,2,272.833,N
455835,TX,3,3,3,2,63.5,N
455838,TX,3,3,5,1,59.333,N
455840,TX,1,2,2,1,83.333,N
455848,TX,4,5,1,5,7.333,N
455849,TX,3,4,1,2,25.333,N
455850,TX,5,5,3,2,2,N
455854,TX,4,3,2,4,65.333,N
455855,TX,1,1,1,3,175.667,N
455856,TX,1,2,2,1,75.333,N
455861,TX,4,4,2,2,21.333,N
455862,TX,2,2,4,3,141.5,N
455864,TX,5,5,4,4,2.667,N
455866,TX,3,2,3,5,103.833,N
455869,TX,4,4,3,2,36,N
455870,TX,5,4,5,,30,N
455871,TX,2,2,2,3,102,N
455872,TX,5,5,5,2,13.333,N
455876,TX,2,2,2,3,124.667,N
455879,TX,3,3,2,2,48,N
455881,TX,3,4,1,2,37.333,N
455887,TX,1,2,1,3,116.167,N
455889,TX,2,3,1,3,61.333,N
455891,TX,5,5,2,3,16,N
455892,TX,3,4,3,1,31.333,N
455893,TX,2,3,3,1,54.667,N
455895,TX,2,3,3,1,46.333,N
455900,TX,2,2,2,2,96.667,N
455901,TX,2,3,1,3,74.667,N
455903,TX,5,5,5,2,16,N
455904,TX,2,3,3,1,72.167,N
455906,TX,4,4,3,3,17.333,N
455908,TX,3,4,1,2,44,N
455910,TX,2,3,3,1,57.333,N
455913,TX,4,4,4,4,26,N
455915,TX,3,3,2,2,77.333,N
455916,TX,1,2,3,1,138.333,N
455917,TX,2,2,3,2,74,N
455923,TX,3,3,4,2,61.333,N
455925,TX,1,2,4,1,126.667,N
455929,TX,5,5,3,3,16,N
455930,TX,5,5,2,2,9.333,N
455931,TX,2,2,4,3,77.333,N
455934,TX,2,2,4,3,104,N
455935,TX,2,2,2,2,91.333,N
455936,TX,1,1,2,1,166.833,N
455940,TX,1,2,1,3,140.667,N
455941,TX,2,3,4,1,72,N
455942,TX,2,3,3,1,64,N
455944,TX,3,2,5,3,147.167,N
455946,TX,3,3,2,2,56,N
455951,TX,1,1,2,1,241.833,N
455952,TX,1,2,1,2,96.667,N
455954,TX,2,4,1,1,31.333,N
455957,TX,3,3,2,2,53.333,N
455959,TX,2,2,3,3,132.667,N
455960,TX,3,3,2,3,47.333,N
455961,TX,2,3,2,1,70.667,N
455962,TX,1,1,1,3,284.167,N
455963,TX,1,2,2,1,102.667,N
455965,TX,4,4,2,2,18.667,N
455968,TX,3,3,2,2,49.333,N
455969,TX,2,1,5,4,164.667,N
455970,TX,1,3,1,1,49.333,N
455972,TX,1,1,3,3,327.333,N
455974,TX,1,1,3,1,154.5,N
455975,TX,4,4,4,3,34,N
455981,TX,5,5,3,5,0.667,N
455983,TX,4,4,3,3,38.667,N
455985,TX,1,3,1,1,52,N
455986,TX,2,3,2,1,48,N
455987,TX,1,2,2,1,90.667,N
455989,TX,1,2,1,3,92.667,N
455994,TX,1,1,2,2,280.167,N
455996,TX,3,4,1,2,38.667,N
455999,TX,3,4,3,1,40,N
45E312,TX,2,2,2,3,105.333,N
45E341,TX,4,3,5,3,47.333,N
45E358,TX,1,1,3,2,190.333,N
45E393,TX,1,1,4,3,206.5,N
45E409,TX,4,5,4,1,17.333,N
45E458,TX,1,1,1,3,351,N
45E551,TX,1,2,3,1,86.667,N
45E629,TX,5,5,5,4,13.333,N
45E631,TX,4,4,3,4,43.333,N
45E694,TX,4,3,5,3,77.333,N
45E761,TX,3,3,2,3,55.333,N
45E852,TX,4,4,2,4,33.333,N
45E947,TX,2,3,1,,77.333,N
45F094,TX,3,3,3,2,74.667,N
45F197,TX,5,5,3,5,9.333,N
45F199,TX,5,4,2,5,22.667,N
45F207,TX,1,1,3,,310,N
45F402,TX,4,3,2,4,46.667,N
45F410,TX,4,4,4,3,33.333,N
45F411,TX,4,5,1,5,4,N
45F414,TX,4,3,3,4,60,N
45F462,TX,4,2,5,4,82.5,N
45F470,TX,2,1,5,3,158.667,N
45F497,TX,3,2,2,4,119.833,N
45F603,TX,1,1,1,5,332,N
45F794,TX,,,,,0,N
45F801,TX,,,,,0,N
45F802,TX,,,,,0,N
45F805,TX,,,,,0,N
45F806,TX,,,,,0,N
45F808,TX,,,,,0,N
45F809,TX,,,,,0,N
45F815,TX,,,,,0,N
465003,UT,4,3,5,3,44,N
465006,UT,1,1,3,2,157.833,N
465009,UT,2,1,5,4,109.333,N
465020,UT,4,3,5,2,33.333,N
465049,UT,4,3,2,4,36.833,N
465057,UT,4,3,5,3,35.333,N
465059,UT,4,4,2,3,28.667,N
465062,UT,3,2,4,5,71.333,N
465064,UT,4,2,5,4,79.333,N
465066,UT,1,1,4,3,100.667,N
465067,UT,2,1,2,4,82.667,N
465069,UT,5,4,5,4,14.667,N
465072,UT,2,2,4,2,53.333,N
465074,UT,1,1,4,2,409.5,N
465075,UT,5,3,5,5,45.333,N
465078,UT,5,5,5,5,3.333,N
465079,UT,2,2,2,3,52.667,N
465082,UT,4,2,5,4,58.667,N
465083,UT,4,4,4,4,26.667,N
465084,UT,2,3,1,3,31.333,N
465085,UT,3,2,3,4,58,N
465086,UT,2,1,5,3,186.167,N
465088,UT,4,4,2,3,23.333,N
465089,UT,3,2,5,3,55.333,N
465090,UT,5,3,5,5,40.667,N
465091,UT,4,2,5,4,50.667,N
465092,UT,4,3,5,,40,N
465093,UT,4,3,5,3,44,N
465094,UT,2,1,2,5,112.167,N
465095,UT,5,3,5,4,39.333,N
465096,UT,1,1,3,3,107.333,N
465097,UT,5,4,5,3,28.667,N
465098,UT,3,2,4,4,54,N
465100,UT,4,2,5,4,71.333,N
465101,UT,5,4,5,4,25.333,N
465102,UT,2,1,5,4,122.167,N
465104,UT,3,2,4,4,75.667,N
465107,UT,4,3,5,3,42.667,N
465108,UT,2,2,4,3,78,N
465109,UT,5,4,5,3,14,N
465111,UT,2,2,3,3,52,N
465112,UT,4,3,2,4,45.333,N
465115,UT,1,1,2,3,145.333,N
465116,UT,2,1,4,4,199.333,N
465117,UT,3,2,5,3,52,N
465119,UT,4,2,5,4,64.667,N
465123,UT,5,5,4,5,0,N
465124,UT,3,3,3,3,47.333,N
465125,UT,3,2,3,4,63.333,N
465128,UT,1,2,1,3,71.333,N
465129,UT,2,1,5,4,80.667,N
465130,UT,2,2,1,5,72,N
465137,UT,3,3,3,3,40.667,N
465139,UT,2,1,5,4,83.333,N
465140,UT,4,4,3,3,19.333,N
465143,UT,4,4,4,2,29.333,N
465144,UT,4,4,1,5,13.333,N
465146,UT,5,3,5,4,41.333,N
465147,UT,2,1,3,4,165.833,N
465149,UT,5,3,5,4,32.667,N
465150,UT,5,4,5,3,11.333,N
465152,UT,3,4,1,3,11.333,N
465153,UT,2,2,1,4,72.667,N
465155,UT,5,5,5,5,6.667,N
465156,UT,4,3,4,4,34.667,N
465157,UT,3,3,4,3,44.667,N
465158,UT,2,2,2,2,61.333,N
465159,UT,5,4,5,5,13.333,N
465160,UT,4,3,4,4,34,N
465162,UT,4,3,4,5,39.333,N
465163,UT,4,4,4,4,18.667,N
465165,UT,5,4,2,5,28.667,N
465166,UT,5,5,5,5,4.667,N
465167,UT,5,5,2,3,3.333,N
465168,UT,3,2,3,5,74,N
465169,UT,5,4,3,5,22.667,N
465170,UT,5,4,5,5,10,N
465171,UT,5,3,5,5,30.667,N
465172,UT,5,5,5,5,4,N
465173,UT,5,5,4,5,2,N
465174,UT,5,5,5,5,4.667,N
465175,UT,3,3,1,4,33.333,N
465176,UT,4,4,3,4,30,N
465177,UT,4,3,4,5,41.333,N
465178,UT,5,3,5,4,41.333,N
465179,UT,5,5,4,5,8,N
465180,UT,5,5,4,5,10,N
465181,UT,5,5,5,5,8.667,N
465182,UT,4,4,3,4,12,N
465183,UT,1,1,2,1,97.6,N
465184,UT,2,2,2,3,57.6,N
465185,UT,,,,,0,N
46A058,UT,5,4,5,4,28.667,N
46A064,UT,3,4,3,1,16.667,N
46A066,UT,2,2,5,1,73.667,N
46A069,UT,3,2,5,3,53.333,N
46A070,UT,3,2,2,5,51,N
46A071,UT,1,1,1,1,341,Y
475003,VT,2,2,2,3,55.833,N
475008,VT,4,4,4,4,10,N
475010,VT,2,1,5,3,85.333,N
475012,VT,4,3,4,5,21.333,N
475014,VT,2,1,5,4,62,N
475017,VT,5,4,5,5,16,N
475018,VT,4,3,5,3,26.667,N
475019,VT,5,4,5,2,16.667,N
475020,VT,1,1,2,3,130.333,Y
475021,VT,2,2,2,3,57.333,N
475023,VT,5,4,5,3,18,N
475025,VT,3,2,2,4,42,N
475026,VT,3,2,2,4,55,N
475027,VT,4,2,5,4,41.333,N
475029,VT,4,3,4,4,20.667,N
475030,VT,1,1,1,2,72.667,N
475032,VT,4,4,2,4,7.333,N
475033,VT,2,1,4,4,118,N
475036,VT,5,4,5,4,8,N
475037,VT,3,3,3,3,30,N
475039,VT,1,1,2,3,77.333,N
475040,VT,2,2,4,3,55.333,N
475042,VT,4,3,5,3,24,N
475043,VT,4,3,3,4,30.667,N
475044,VT,2,2,1,4,46.667,N
475045,VT,4,4,2,4,16.667,N
475046,VT,5,5,5,4,4,N
475047,VT,5,5,5,5,4,N
475048,VT,5,5,5,4,3.333,N
475049,VT,5,5,4,4,1.333,N
475050,VT,2,1,4,4,86.667,N
475052,VT,3,3,4,3,32.333,N
475053,VT,5,4,5,4,9.333,N
475055,VT,4,2,5,4,48,N
475056,VT,5,5,4,,1.333,N
475057,VT,4,3,4,4,19.333,N
475058,VT,4,4,1,5,16.667,N
485000,VI,2,1,,5,140.667,N
495002,VA,4,4,2,3,26.667,N
495011,VA,4,3,5,3,49.333,N
495013,VA,1,1,3,2,117.333,N
495015,VA,4,4,4,3,30.667,N
495019,VA,3,3,2,3,40.667,N
495034,VA,5,3,5,4,41.333,N
495038,VA,2,1,4,4,102.667,N
495045,VA,2,2,4,3,74,N
495046,VA,4,4,2,3,26,N
495057,VA,3,2,4,5,76.667,N
495068,VA,1,1,3,2,86.667,N
495071,VA,2,1,4,4,103.333,N
495077,VA,3,3,5,1,47.333,N
495079,VA,2,1,3,4,124,N
495085,VA,4,3,2,4,47.333,N
495086,VA,3,2,4,5,68.5,N
495087,VA,4,3,2,4,34.667,N
495092,VA,3,2,2,4,56.667,N
495093,VA,1,1,2,1,102.833,N
495096,VA,5,3,5,5,40.667,N
495097,VA,3,3,4,3,35.333,N
495099,VA,4,3,4,5,32.667,N
495102,VA,3,2,5,3,77.333,N
495105,VA,2,1,3,4,96.667,N
495106,VA,5,5,5,4,6,N
495107,VA,3,4,3,1,22,N
495108,VA,2,2,4,3,54.667,N
495109,VA,2,2,2,3,70.667,N
495112,VA,3,3,1,4,43.333,N
495113,VA,3,2,3,5,76.667,N
495114,VA,2,1,5,2,166.167,N
495115,VA,1,1,4,3,127.333,N
495117,VA,3,3,4,3,50.667,N
495118,VA,3,3,2,,34,N
495120,VA,5,4,5,5,21.333,N
495121,VA,1,1,3,3,176.667,N
495123,VA,1,1,4,3,119,N
495126,VA,3,3,1,5,42.667,N
495127,VA,5,4,5,5,24.667,N
495131,VA,5,5,5,4,11.333,N
495133,VA,4,3,5,3,34.667,N
495134,VA,1,1,1,2,157,N
495135,VA,3,5,1,1,14,N
495139,VA,1,2,2,1,69.333,N
495140,VA,2,1,5,2,105.333,N
495141,VA,2,2,3,2,61.333,N
495142,VA,1,2,1,3,74.667,N
495143,VA,1,1,1,1,94,N
495144,VA,2,1,5,1,90,N
495146,VA,1,1,2,2,201.667,N
495147,VA,4,4,4,3,27.333,N
495149,VA,3,2,2,4,59.333,N
495150,VA,1,1,4,3,105.333,N
495151,VA,2,2,4,2,59.333,N
495152,VA,4,4,2,3,28.667,N
495153,VA,1,1,4,3,183.333,N
495155,VA,2,1,5,3,86.667,N
495156,VA,3,3,4,3,50.667,N
495157,VA,5,5,5,4,11.333,N
495160,VA,5,4,5,5,22.667,N
495165,VA,5,5,4,5,12.667,N
495166,VA,4,2,5,4,61.333,N
495167,VA,5,5,5,5,8,N
495168,VA,4,4,2,2,18.667,N
495171,VA,5,4,5,5,24.667,N
495173,VA,1,1,1,3,190.667,N
495174,VA,1,2,4,1,56,N
495177,VA,1,1,2,3,286,Y
495178,VA,1,2,1,2,80.333,N
495179,VA,2,1,5,4,96.333,N
495181,VA,5,5,4,,2,N
495183,VA,4,3,3,4,47.333,N
495184,VA,4,4,4,,20,N
495185,VA,2,2,5,1,55,N
495186,VA,4,4,4,4,30,N
495187,VA,3,4,1,3,18,N
495188,VA,5,5,4,3,14,N
495189,VA,2,3,2,1,47.333,N
495190,VA,4,3,5,2,39.333,N
495191,VA,4,4,2,3,24,N
495192,VA,3,3,5,1,42.667,N
495193,VA,5,3,5,4,44.667,N
495194,VA,3,3,3,,45.333,N
495196,VA,5,5,3,2,11.333,N
495197,VA,5,4,5,3,27.333,N
495199,VA,1,1,3,1,102.833,N
495200,VA,4,3,2,5,47.333,N
495201,VA,2,1,2,4,104.333,N
